,date,state,cases,deaths,infected
4136,2020-05-20,Oregon,3801,144,75
4137,2020-05-20,Pennsylvania,68151,4794,747
4138,2020-05-20,Rhode Island,13356,538,405
4139,2020-05-20,South Carolina,9175,407,119
4140,2020-05-20,South Dakota,4177,46,92
4141,2020-05-20,Tennessee,18534,309,233
4142,2020-05-20,Texas,52369,1443,1289
4143,2020-05-20,Utah,7717,90,187
4144,2020-05-20,Vermont,944,54,0
4145,2020-05-20,Virginia,32908,1074,763
4146,2020-05-20,Washington,20110,1045,122
4147,2020-05-20,West Virginia,1567,69,53
4148,2020-05-20,Wisconsin,13779,481,579
4149,2020-05-20,Wyoming,787,11,11
4150,2020-05-21,Alabama,13414,529,362
4151,2020-05-21,Alaska,402,8,0
4152,2020-05-21,Arizona,15315,763,418
4153,2020-05-21,Arkansas,5458,110,455
4154,2020-05-21,California,88488,3624,2363
4155,2020-05-21,Colorado,23161,1310,392
4156,2020-05-21,Connecticut,39208,3582,191
4157,2020-05-21,Delaware,8386,317,192
4158,2020-05-21,District of Columbia,7788,412,0
4159,2020-05-21,Florida,48667,2143,1204
4160,2020-05-21,Georgia,38969,1749,807
4161,2020-05-21,Hawaii,637,17,4
4162,2020-05-21,Idaho,2534,77,28
4163,2020-05-21,Illinois,102995,4634,2282
4164,2020-05-21,Indiana,30673,1913,687
4165,2020-05-21,Iowa,16170,414,302
4166,2020-05-21,Kansas,8771,199,110
4167,2020-05-21,Kentucky,8475,393,139
4168,2020-05-21,Louisiana,36627,2629,1188
4169,2020-05-21,Maine,1877,73,58
4170,2020-05-21,Maryland,43645,2159,1203
4171,2020-05-21,Massachusetts,90084,6148,1114
4172,2020-05-21,Michigan,53468,5129,480
4173,2020-05-21,Minnesota,18209,818,530
4174,2020-05-21,Mississippi,12222,580,255
4175,2020-05-21,Missouri,11657,670,147
4176,2020-05-21,Montana,479,16,1
4177,2020-05-21,Nebraska,11423,148,304
4178,2020-05-21,Nevada,7404,381,103
4179,2020-05-21,New Hampshire,3935,199,67
4180,2020-05-21,New Jersey,151472,10843,1073
4181,2020-05-21,New Mexico,6472,294,134
4182,2020-05-21,New York,361313,28663,2078
4183,2020-05-21,North Carolina,20934,734,713
4184,2020-05-21,North Dakota,2229,51,134
4185,2020-05-21,Ohio,30168,1836,731
4186,2020-05-21,Oklahoma,5680,304,148
4187,2020-05-21,Oregon,3817,145,16
4188,2020-05-21,Pennsylvania,69252,4887,1101
4189,2020-05-21,Rhode Island,13571,556,215
4190,2020-05-21,South Carolina,9379,416,204
4191,2020-05-21,South Dakota,4177,47,0
4192,2020-05-21,Tennessee,18970,313,436
4193,2020-05-21,Texas,53441,1480,1072
4194,2020-05-21,Utah,7876,92,159
4195,2020-05-21,Vermont,950,54,6
4196,2020-05-21,Virginia,34137,1099,1229
4197,2020-05-21,Washington,20280,1054,170
4198,2020-05-21,West Virginia,1603,71,36
4199,2020-05-21,Wisconsin,14172,487,393
4200,2020-05-21,Wyoming,801,12,14
4201,2020-05-22,Alabama,13670,541,256
4202,2020-05-22,Alaska,404,8,2
4203,2020-05-22,Arizona,15608,775,293
4204,2020-05-22,Arkansas,5612,113,154
4205,2020-05-22,California,90801,3690,2313
4206,2020-05-22,Colorado,23456,1324,295
4207,2020-05-22,Connecticut,39640,3637,432
4208,2020-05-22,Delaware,8529,322,143
4209,2020-05-22,District of Columbia,7893,418,0
4210,2020-05-22,Florida,49443,2189,776
4211,2020-05-22,Georgia,39734,1779,765
4212,2020-05-22,Hawaii,632,17,-5
4213,2020-05-22,Idaho,2595,79,61
4214,2020-05-22,Illinois,105710,4740,2715
4215,2020-05-22,Indiana,31165,1941,492
4216,2020-05-22,Iowa,16510,441,340
4217,2020-05-22,Kansas,9068,200,297
4218,2020-05-22,Kentucky,8688,398,213
4219,2020-05-22,Louisiana,37048,2669,421
4220,2020-05-22,Maine,1948,75,71
4221,2020-05-22,Maryland,44539,2207,894
4222,2020-05-22,Massachusetts,90889,6228,805
4223,2020-05-22,Michigan,53865,5158,397
4224,2020-05-22,Minnesota,19014,851,805
4225,2020-05-22,Mississippi,12624,596,402
4226,2020-05-22,Missouri,11797,680,140
4227,2020-05-22,Montana,479,16,0
4228,2020-05-22,Nebraska,11661,149,238
4229,2020-05-22,Nevada,7531,387,127
4230,2020-05-22,New Hampshire,4014,204,79
4231,2020-05-22,New Jersey,152719,10985,1247
4232,2020-05-22,New Mexico,6625,302,153
4233,2020-05-22,New York,362991,28802,1678
4234,2020-05-22,North Carolina,21661,754,727
4235,2020-05-22,North Dakota,2317,52,88
4236,2020-05-22,Ohio,30795,1872,627
4237,2020-05-22,Oklahoma,5849,307,169
4238,2020-05-22,Oregon,3864,147,47
4239,2020-05-22,Pennsylvania,70305,5032,1053
4240,2020-05-22,Rhode Island,13736,579,165
4241,2020-05-22,South Carolina,9638,419,259
4242,2020-05-22,South Dakota,4356,50,179
4243,2020-05-22,Tennessee,19364,315,394
4244,2020-05-22,Texas,54369,1498,928
4245,2020-05-22,Utah,8057,93,181
4246,2020-05-22,Vermont,952,54,2
4247,2020-05-22,Virginia,34950,1136,813
4248,2020-05-22,Washington,20526,1061,246
4249,2020-05-22,West Virginia,1705,72,102
4250,2020-05-22,Wisconsin,14768,496,596
4251,2020-05-22,Wyoming,803,12,2
4252,2020-05-23,Alabama,14149,549,479
4253,2020-05-23,Alaska,409,8,5
4254,2020-05-23,Arizona,16040,799,432
4255,2020-05-23,Arkansas,5775,115,163
4256,2020-05-23,California,92815,3768,2014
4257,2020-05-23,Colorado,23932,1327,476
4258,2020-05-23,Connecticut,40022,3675,382
4259,2020-05-23,Delaware,8690,324,161
4260,2020-05-23,District of Columbia,7966,427,0
4261,2020-05-23,Florida,50119,2232,676
4262,2020-05-23,Georgia,40408,1794,674
4263,2020-05-23,Hawaii,633,17,1
4264,2020-05-23,Idaho,2626,79,31
4265,2020-05-23,Illinois,108100,4817,2390
4266,2020-05-23,Indiana,31674,1964,509
4267,2020-05-23,Iowa,16898,446,388
4268,2020-05-23,Kansas,9119,200,51
4269,2020-05-23,Kentucky,8812,399,124
4270,2020-05-23,Louisiana,37165,2683,117
4271,2020-05-23,Maine,2013,77,65
4272,2020-05-23,Maryland,45608,2243,1069
4273,2020-05-23,Massachusetts,91662,6304,773
4274,2020-05-23,Michigan,54304,5223,439
4275,2020-05-23,Minnesota,19854,861,840
4276,2020-05-23,Mississippi,13005,616,381
4277,2020-05-23,Missouri,11922,685,125
4278,2020-05-23,Montana,479,16,0
4279,2020-05-23,Nebraska,11988,150,327
4280,2020-05-23,Nevada,7769,392,238
4281,2020-05-23,New Hampshire,4089,208,75
4282,2020-05-23,New Jersey,153104,11081,385
4283,2020-05-23,New Mexico,6795,308,170
4284,2020-05-23,New York,364745,28900,1754
4285,2020-05-23,North Carolina,22731,763,1070
4286,2020-05-23,North Dakota,2365,52,48
4287,2020-05-23,Ohio,31408,1956,613
4288,2020-05-23,Oklahoma,5960,311,111
4289,2020-05-23,Oregon,3888,147,24
4290,2020-05-23,Pennsylvania,71102,5121,797
4291,2020-05-23,Rhode Island,13952,597,216
4292,2020-05-23,South Carolina,9895,425,257
4293,2020-05-23,South Dakota,4468,50,112
4294,2020-05-23,Tennessee,19765,325,401
4295,2020-05-23,Texas,55451,1522,1082
4296,2020-05-23,Utah,8260,97,203
4297,2020-05-23,Vermont,954,54,2
4298,2020-05-23,Virginia,35749,1159,799
4299,2020-05-23,Washington,20740,1062,214
4300,2020-05-23,West Virginia,1729,72,24
4301,2020-05-23,Wisconsin,15196,507,428
4302,2020-05-23,Wyoming,813,12,10
4303,2020-05-24,Alabama,14478,551,329
4304,2020-05-24,Alaska,409,8,0
4305,2020-05-24,Arizona,16339,800,299
4306,2020-05-24,Arkansas,5922,116,147
4307,2020-05-24,California,94743,3790,1928
4308,2020-05-24,Colorado,24140,1332,208
4309,2020-05-24,Connecticut,40468,3693,446
4310,2020-05-24,Delaware,8809,326,119
4311,2020-05-24,District of Columbia,8110,432,0
4312,2020-05-24,Florida,50859,2236,740
4313,2020-05-24,Georgia,40989,1799,581
4314,2020-05-24,Hawaii,633,17,0
4315,2020-05-24,Idaho,2650,79,24
4316,2020-05-24,Illinois,110541,4884,2441
4317,2020-05-24,Indiana,32151,1976,477
4318,2020-05-24,Iowa,17434,456,536
4319,2020-05-24,Kansas,9135,200,16
4320,2020-05-24,Kentucky,8842,399,30
4321,2020-05-24,Louisiana,37293,2690,128
4322,2020-05-24,Maine,2055,78,42
4323,2020-05-24,Maryland,46919,2277,1311
4324,2020-05-24,Massachusetts,92675,6372,1013
4325,2020-05-24,Michigan,54616,5228,312
4326,2020-05-24,Minnesota,20582,878,728
4327,2020-05-24,Mississippi,13252,625,247
4328,2020-05-24,Missouri,12114,689,192
4329,2020-05-24,Montana,479,16,0
4330,2020-05-24,Nebraska,12133,153,145
4331,2020-05-24,Nevada,7886,394,117
4332,2020-05-24,New Hampshire,4149,209,60
4333,2020-05-24,New Jersey,154154,11133,1050
4334,2020-05-24,New Mexico,6943,317,148
4335,2020-05-24,New York,366346,29046,1601
4336,2020-05-24,North Carolina,23231,771,500
4337,2020-05-24,North Dakota,2418,53,53
4338,2020-05-24,Ohio,31911,1969,503
4339,2020-05-24,Oklahoma,6037,311,77
4340,2020-05-24,Oregon,3927,148,39
4341,2020-05-24,Pennsylvania,71656,5145,554
4342,2020-05-24,Rhode Island,14065,608,113
4343,2020-05-24,South Carolina,10096,435,201
4344,2020-05-24,South Dakota,4563,50,95
4345,2020-05-24,Tennessee,20116,332,351
4346,2020-05-24,Texas,56050,1533,599
4347,2020-05-24,Utah,8392,97,132
4348,2020-05-24,Vermont,956,54,2
4349,2020-05-24,Virginia,36244,1171,495
4350,2020-05-24,Washington,20989,1069,249
4351,2020-05-24,West Virginia,1771,72,42
4352,2020-05-24,Wisconsin,15573,510,377
4353,2020-05-24,Wyoming,813,12,0
4354,2020-05-25,Alabama,14986,566,508
4355,2020-05-25,Alaska,412,8,3
4356,2020-05-25,Arizona,16561,806,222
4357,2020-05-25,Arkansas,6029,117,107
4358,2020-05-25,California,97017,3808,2274
4359,2020-05-25,Colorado,24256,1333,116
4360,2020-05-25,Connecticut,40873,3742,405
4361,2020-05-25,Delaware,8965,332,156
4362,2020-05-25,District of Columbia,8225,440,0
4363,2020-05-25,Florida,51738,2251,879
4364,2020-05-25,Georgia,41414,1820,425
4365,2020-05-25,Hawaii,633,17,0
4366,2020-05-25,Idaho,2664,79,14
4367,2020-05-25,Illinois,112248,4912,1707
4368,2020-05-25,Indiana,32489,1984,338
4369,2020-05-25,Iowa,17628,460,194
4370,2020-05-25,Kansas,9272,201,137
4371,2020-05-25,Kentucky,8899,403,57
4372,2020-05-25,Louisiana,37916,2690,623
4373,2020-05-25,Maine,2074,78,19
4374,2020-05-25,Maryland,47754,2302,835
4375,2020-05-25,Massachusetts,93271,6416,596
4376,2020-05-25,Michigan,54816,5240,200
4377,2020-05-25,Minnesota,21324,890,742
4378,2020-05-25,Mississippi,13458,635,206
4379,2020-05-25,Missouri,12296,694,182
4380,2020-05-25,Montana,479,16,0
4381,2020-05-25,Nebraska,12354,155,221
4382,2020-05-25,Nevada,7959,396,73
4383,2020-05-25,New Hampshire,4197,210,48
4384,2020-05-25,New Jersey,155092,11144,938
4385,2020-05-25,New Mexico,7026,320,83
4386,2020-05-25,New York,367625,29138,1279
4387,2020-05-25,North Carolina,23997,780,766
4388,2020-05-25,North Dakota,2457,54,39
4389,2020-05-25,Ohio,32477,1987,566
4390,2020-05-25,Oklahoma,6090,313,53
4391,2020-05-25,Oregon,3949,148,22
4392,2020-05-25,Pennsylvania,72356,5159,700
4393,2020-05-25,Rhode Island,14065,608,0
4394,2020-05-25,South Carolina,10178,440,82
4395,2020-05-25,South Dakota,4586,50,23
4396,2020-05-25,Tennessee,20533,334,417
4397,2020-05-25,Texas,56490,1536,440
4398,2020-05-25,Utah,8521,98,129
4399,2020-05-25,Vermont,962,54,6
4400,2020-05-25,Virginia,37727,1208,1483
4401,2020-05-25,Washington,21265,1076,276
4402,2020-05-25,West Virginia,1782,73,11
4403,2020-05-25,Wisconsin,15857,514,284
4404,2020-05-25,Wyoming,843,12,30
4405,2020-05-26,Alabama,15650,580,664
4406,2020-05-26,Alaska,416,8,4
4407,2020-05-26,Arizona,16783,807,222
4408,2020-05-26,Arkansas,6180,119,151
4409,2020-05-26,California,99924,3859,2907
4410,2020-05-26,Colorado,24553,1352,297
4411,2020-05-26,Connecticut,41303,3769,430
4412,2020-05-26,Delaware,9066,335,101
4413,2020-05-26,District of Columbia,8334,440,0
4414,2020-05-26,Florida,52247,2258,509
4415,2020-05-26,Georgia,42066,1867,652
4416,2020-05-26,Hawaii,633,17,0
4417,2020-05-26,Idaho,2699,81,35
4418,2020-05-26,Illinois,113486,4960,1238
4419,2020-05-26,Indiana,32856,2004,367
4420,2020-05-26,Iowa,17999,480,371
4421,2020-05-26,Kansas,9352,204,80
4422,2020-05-26,Kentucky,9175,407,276
4423,2020-05-26,Louisiana,38252,2701,336
4424,2020-05-26,Maine,2109,79,35
4425,2020-05-26,Maryland,48290,2333,536
4426,2020-05-26,Massachusetts,93693,6473,422
4427,2020-05-26,Michigan,55040,5266,224
4428,2020-05-26,Minnesota,21969,908,645
4429,2020-05-26,Mississippi,13731,652,273
4430,2020-05-26,Missouri,12437,698,141
4431,2020-05-26,Montana,479,17,0
4432,2020-05-26,Nebraska,12618,160,264
4433,2020-05-26,Nevada,8059,396,100
4434,2020-05-26,New Hampshire,4231,214,34
4435,2020-05-26,New Jersey,155764,11191,672
4436,2020-05-26,New Mexico,7130,325,104
4437,2020-05-26,New York,368669,29241,1044
4438,2020-05-26,North Carolina,24188,789,191
4439,2020-05-26,North Dakota,2422,54,-35
4440,2020-05-26,Ohio,33006,2002,529
4441,2020-05-26,Oklahoma,6137,318,47
4442,2020-05-26,Oregon,3968,148,19
4443,2020-05-26,Pennsylvania,72873,5175,517
4444,2020-05-26,Rhode Island,14210,634,145
4445,2020-05-26,South Carolina,10416,446,238
4446,2020-05-26,South Dakota,4653,50,67
4447,2020-05-26,Tennessee,20960,339,427
4448,2020-05-26,Texas,57573,1552,1083
4449,2020-05-26,Utah,8622,101,101
4450,2020-05-26,Vermont,967,54,5
4451,2020-05-26,Virginia,39342,1236,1615
4452,2020-05-26,Washington,21538,1091,273
4453,2020-05-26,West Virginia,1854,74,72
4454,2020-05-26,Wisconsin,16141,517,284
4455,2020-05-26,Wyoming,850,13,7
4456,2020-05-27,Alabama,16032,583,382
4457,2020-05-27,Alaska,417,8,1
4458,2020-05-27,Arizona,17262,831,479
4459,2020-05-27,Arkansas,6277,120,97
4460,2020-05-27,California,101873,3961,1949
4461,2020-05-27,Colorado,24775,1393,222
4462,2020-05-27,Connecticut,41288,3803,-15
4463,2020-05-27,Delaware,9096,344,30
4464,2020-05-27,District of Columbia,8406,445,0
4465,2020-05-27,Florida,52626,2318,379
4466,2020-05-27,Georgia,42713,1904,647
4467,2020-05-27,Hawaii,634,17,1
4468,2020-05-27,Idaho,2731,82,32
4469,2020-05-27,Illinois,114612,5118,1126
4470,2020-05-27,Indiana,33242,2030,386
4471,2020-05-27,Iowa,18446,496,447
4472,2020-05-27,Kansas,9453,207,101
4473,2020-05-27,Kentucky,9313,420,138
4474,2020-05-27,Louisiana,38694,2722,442
4475,2020-05-27,Maine,2137,81,28
4476,2020-05-27,Maryland,49042,2392,752
4477,2020-05-27,Massachusetts,94220,6547,527
4478,2020-05-27,Michigan,55544,5334,504
4479,2020-05-27,Minnesota,22474,942,505
4480,2020-05-27,Mississippi,14044,670,313
4481,2020-05-27,Missouri,12624,705,187
4482,2020-05-27,Montana,481,17,2
4483,2020-05-27,Nebraska,12975,168,357
4484,2020-05-27,Nevada,8150,402,91
4485,2020-05-27,New Hampshire,4286,223,55
4486,2020-05-27,New Jersey,156628,11339,864
4487,2020-05-27,New Mexico,7252,329,122
4488,2020-05-27,New York,369801,29339,1132
4489,2020-05-27,North Carolina,24787,827,599
4490,2020-05-27,North Dakota,2442,59,20
4491,2020-05-27,Ohio,33439,2044,433
4492,2020-05-27,Oklahoma,6229,322,92
4493,2020-05-27,Oregon,4041,148,73
4494,2020-05-27,Pennsylvania,73646,5290,773
4495,2020-05-27,Rhode Island,14353,655,143
4496,2020-05-27,South Carolina,10623,466,207
4497,2020-05-27,South Dakota,4710,54,57
4498,2020-05-27,Tennessee,21360,353,400
4499,2020-05-27,Texas,59105,1598,1532
4500,2020-05-27,Utah,8710,105,88
4501,2020-05-27,Vermont,971,54,4
4502,2020-05-27,Virginia,40249,1281,907
4503,2020-05-27,Washington,21825,1106,287
4504,2020-05-27,West Virginia,1899,74,45
4505,2020-05-27,Wisconsin,16786,539,645
4506,2020-05-27,Wyoming,860,14,10
4507,2020-05-28,Alabama,16530,591,498
4508,2020-05-28,Alaska,430,8,13
4509,2020-05-28,Arizona,17763,857,501
4510,2020-05-28,Arkansas,6538,125,261
4511,2020-05-28,California,104071,4042,2198
4512,2020-05-28,Colorado,25116,1422,341
4513,2020-05-28,Connecticut,41559,3826,271
4514,2020-05-28,Delaware,9171,345,75
4515,2020-05-28,District of Columbia,8492,453,0
4516,2020-05-28,Florida,53277,2363,651
4517,2020-05-28,Georgia,43363,1942,650
4518,2020-05-28,Hawaii,637,17,3
4519,2020-05-28,Idaho,2770,82,39
4520,2020-05-28,Illinois,116128,5225,1516
4521,2020-05-28,Indiana,33885,2068,643
4522,2020-05-28,Iowa,18672,510,226
4523,2020-05-28,Kansas,9513,209,60
4524,2020-05-28,Kentucky,9510,424,197
4525,2020-05-28,Louisiana,38907,2740,213
4526,2020-05-28,Maine,2189,84,52
4527,2020-05-28,Maryland,50334,2428,1292
4528,2020-05-28,Massachusetts,94895,6640,675
4529,2020-05-28,Michigan,55944,5372,400
4530,2020-05-28,Minnesota,22957,977,483
4531,2020-05-28,Mississippi,14372,693,328
4532,2020-05-28,Missouri,12815,715,191
4533,2020-05-28,Montana,485,17,4
4534,2020-05-28,Nebraska,13260,170,285
4535,2020-05-28,Nevada,8247,410,97
4536,2020-05-28,New Hampshire,4389,232,103
4537,2020-05-28,New Jersey,157815,11401,1187
4538,2020-05-28,New Mexico,7364,335,112
4539,2020-05-28,New York,371559,29438,1758
4540,2020-05-28,North Carolina,25616,859,829
4541,2020-05-28,North Dakota,2484,60,42
4542,2020-05-28,Ohio,33915,2098,476
4543,2020-05-28,Oklahoma,6270,326,41
4544,2020-05-28,Oregon,4087,151,46
4545,2020-05-28,Pennsylvania,74312,5397,666
4546,2020-05-28,Rhode Island,14494,677,141
4547,2020-05-28,South Carolina,10788,470,165
4548,2020-05-28,South Dakota,4793,54,83
4549,2020-05-28,Tennessee,21763,352,403
4550,2020-05-28,Texas,60820,1618,1715
4551,2020-05-28,Utah,8953,106,243
4552,2020-05-28,Vermont,974,55,3
4553,2020-05-28,Virginia,41401,1338,1152
4554,2020-05-28,Washington,22091,1116,266
4555,2020-05-28,West Virginia,1935,74,36
4556,2020-05-28,Wisconsin,17476,550,690
4557,2020-05-28,Wyoming,876,15,16
4558,2020-05-29,Alabama,17031,610,501
4559,2020-05-29,Alaska,436,8,6
4560,2020-05-29,Arizona,18465,885,702
4561,2020-05-29,Arkansas,6777,132,239
4562,2020-05-29,California,107043,4144,2972
4563,2020-05-29,Colorado,25602,1437,486
4564,2020-05-29,Connecticut,41762,3868,203
4565,2020-05-29,Delaware,9236,356,65
4566,2020-05-29,District of Columbia,8538,460,0
4567,2020-05-29,Florida,54489,2412,1212
4568,2020-05-29,Georgia,43888,1953,525
4569,2020-05-29,Hawaii,639,17,2
4570,2020-05-29,Idaho,2804,82,34
4571,2020-05-29,Illinois,117794,5308,1666
4572,2020-05-29,Indiana,34399,2110,514
4573,2020-05-29,Iowa,19019,525,347
4574,2020-05-29,Kansas,9826,209,313
4575,2020-05-29,Kentucky,9688,434,178
4576,2020-05-29,Louisiana,38907,2766,0
4577,2020-05-29,Maine,2226,85,37
4578,2020-05-29,Maryland,51631,2466,1297
4579,2020-05-29,Massachusetts,95512,6718,617
4580,2020-05-29,Michigan,56589,5406,645
4581,2020-05-29,Minnesota,23541,1006,584
4582,2020-05-29,Mississippi,14790,710,418
4583,2020-05-29,Missouri,12949,740,134
4584,2020-05-29,Montana,493,17,8
4585,2020-05-29,Nebraska,13654,177,394
4586,2020-05-29,Nevada,8375,415,128
4587,2020-05-29,New Hampshire,4492,238,103
4588,2020-05-29,New Jersey,158844,11531,1029
4589,2020-05-29,New Mexico,7493,344,129
4590,2020-05-29,New York,373108,29535,1549
4591,2020-05-29,North Carolina,26735,888,1119
4592,2020-05-29,North Dakota,2523,62,39
4593,2020-05-29,Ohio,34566,2131,651
4594,2020-05-29,Oklahoma,6338,329,68
4595,2020-05-29,Oregon,4133,151,46
4596,2020-05-29,Pennsylvania,75073,5467,761
4597,2020-05-29,Rhode Island,14635,693,141
4598,2020-05-29,South Carolina,11131,483,343
4599,2020-05-29,South Dakota,4866,59,73
4600,2020-05-29,Tennessee,22199,356,436
4601,2020-05-29,Texas,62073,1645,1253
4602,2020-05-29,Utah,9282,107,329
4603,2020-05-29,Vermont,975,55,1
4604,2020-05-29,Virginia,42533,1358,1132
4605,2020-05-29,Washington,22377,1120,286
4606,2020-05-29,West Virginia,1972,74,37
4607,2020-05-29,Wisconsin,18050,569,574
4608,2020-05-29,Wyoming,891,15,15
4609,2020-05-30,Alabama,17359,618,328
4610,2020-05-30,Alaska,441,8,5
4611,2020-05-30,Arizona,19255,903,790
4612,2020-05-30,Arkansas,7013,133,236
4613,2020-05-30,California,110100,4214,3057
4614,2020-05-30,Colorado,26084,1443,482
4615,2020-05-30,Connecticut,42022,3912,260
4616,2020-05-30,Delaware,9422,361,186
4617,2020-05-30,District of Columbia,8717,462,0
4618,2020-05-30,Florida,55416,2446,927
4619,2020-05-30,Georgia,44336,1973,448
4620,2020-05-30,Hawaii,641,17,2
4621,2020-05-30,Idaho,2840,82,36
4622,2020-05-30,Illinois,119290,5368,1496
4623,2020-05-30,Indiana,35064,2125,665
4624,2020-05-30,Iowa,19336,531,317
4625,2020-05-30,Kansas,9847,209,21
4626,2020-05-30,Kentucky,9887,441,199
4627,2020-05-30,Louisiana,39682,2785,775
4628,2020-05-30,Maine,2282,89,56
4629,2020-05-30,Maryland,52662,2509,1031
4630,2020-05-30,Massachusetts,96301,6768,789
4631,2020-05-30,Michigan,56848,5463,259
4632,2020-05-30,Minnesota,24200,1036,659
4633,2020-05-30,Mississippi,15229,723,439
4634,2020-05-30,Missouri,13118,782,169
4635,2020-05-30,Montana,505,17,12
4636,2020-05-30,Nebraska,13905,177,251
4637,2020-05-30,Nevada,8519,417,144
4638,2020-05-30,New Hampshire,4545,242,53
4639,2020-05-30,New Jersey,159608,11634,764
4640,2020-05-30,New Mexico,7624,351,131
4641,2020-05-30,New York,374471,29612,1363
4642,2020-05-30,North Carolina,27761,903,1026
4643,2020-05-30,North Dakota,2557,63,34
4644,2020-05-30,Ohio,35034,2149,468
4645,2020-05-30,Oklahoma,6418,334,80
4646,2020-05-30,Oregon,4185,153,52
4647,2020-05-30,Pennsylvania,75789,5537,716
4648,2020-05-30,Rhode Island,14819,711,184
4649,2020-05-30,South Carolina,11394,487,263
4650,2020-05-30,South Dakota,4960,62,94
4651,2020-05-30,Tennessee,22676,360,477
4652,2020-05-30,Texas,63396,1676,1323
4653,2020-05-30,Utah,9551,112,269
4654,2020-05-30,Vermont,977,55,2
4655,2020-05-30,Virginia,43611,1370,1078
4656,2020-05-30,Washington,22618,1126,241
4657,2020-05-30,West Virginia,1989,75,17
4658,2020-05-30,Wisconsin,18515,588,465
4659,2020-05-30,Wyoming,898,16,7
4660,2020-05-31,Alabama,17952,630,593
4661,2020-05-31,Alaska,469,8,28
4662,2020-05-31,Arizona,19936,906,681
4663,2020-05-31,Arkansas,7253,133,240
4664,2020-05-31,California,113114,4242,3014
4665,2020-05-31,Colorado,26364,1445,280
4666,2020-05-31,Connecticut,42201,3944,179
4667,2020-05-31,Delaware,9498,366,76
4668,2020-05-31,District of Columbia,8801,466,0
4669,2020-05-31,Florida,56155,2450,739
4670,2020-05-31,Georgia,45051,2019,715
4671,2020-05-31,Hawaii,642,17,1
4672,2020-05-31,Idaho,2855,82,15
4673,2020-05-31,Illinois,120588,5426,1298
4674,2020-05-31,Indiana,35429,2134,365
4675,2020-05-31,Iowa,19621,537,285
4676,2020-05-31,Kansas,9878,211,31
4677,2020-05-31,Kentucky,9937,441,50
4678,2020-05-31,Louisiana,40021,2791,339
4679,2020-05-31,Maine,2325,89,43
4680,2020-05-31,Maryland,53456,2532,794
4681,2020-05-31,Massachusetts,96965,6846,664
4682,2020-05-31,Michigan,57355,5491,507
4683,2020-05-31,Minnesota,24860,1050,660
4684,2020-05-31,Mississippi,15501,734,272
4685,2020-05-31,Missouri,13297,784,179
4686,2020-05-31,Montana,515,17,10
4687,2020-05-31,Nebraska,14101,178,196
4688,2020-05-31,Nevada,8628,419,109
4689,2020-05-31,New Hampshire,4651,245,106
4690,2020-05-31,New Jersey,160445,11698,837
4691,2020-05-31,New Mexico,7689,356,65
4692,2020-05-31,New York,375575,29699,1104
4693,2020-05-31,North Carolina,28686,911,925
4694,2020-05-31,North Dakota,2580,64,23
4695,2020-05-31,Ohio,35513,2155,479
4696,2020-05-31,Oklahoma,6506,334,88
4697,2020-05-31,Oregon,4243,153,58
4698,2020-05-31,Pennsylvania,76218,5555,429
4699,2020-05-31,Rhode Island,14928,718,109
4700,2020-05-31,South Carolina,11861,494,467
4701,2020-05-31,South Dakota,4993,62,33
4702,2020-05-31,Tennessee,22832,360,156
4703,2020-05-31,Texas,64974,1683,1578
4704,2020-05-31,Utah,9829,113,278
4705,2020-05-31,Vermont,981,55,4
4706,2020-05-31,Virginia,44607,1375,996
4707,2020-05-31,Washington,22814,1126,196
4708,2020-05-31,West Virginia,2010,75,21
4709,2020-05-31,Wisconsin,18684,594,169
4710,2020-05-31,Wyoming,903,16,5
4711,2020-06-01,Alabama,18534,646,582
4712,2020-06-01,Alaska,476,8,7
4713,2020-06-01,Arizona,20123,918,187
4714,2020-06-01,Arkansas,7443,133,190
4715,2020-06-01,California,115643,4287,2529
4716,2020-06-01,Colorado,26563,1458,199
4717,2020-06-01,Connecticut,42740,3964,539
4718,2020-06-01,Delaware,9605,368,107
4719,2020-06-01,District of Columbia,8857,468,0
4720,2020-06-01,Florida,56822,2459,667
4721,2020-06-01,Georgia,45757,2057,706
4722,2020-06-01,Hawaii,642,17,0
4723,2020-06-01,Idaho,2908,83,53
4724,2020-06-01,Illinois,121666,5458,1078
4725,2020-06-01,Indiana,35684,2142,255
4726,2020-06-01,Iowa,19789,558,168
4727,2020-06-01,Kansas,10103,217,225
4728,2020-06-01,Kentucky,10150,445,213
4729,2020-06-01,Louisiana,40452,2801,431
4730,2020-06-01,Maine,2349,89,24
4731,2020-06-01,Maryland,54035,2552,579
4732,2020-06-01,Massachusetts,100805,7035,3840
4733,2020-06-01,Michigan,58435,5525,1080
4734,2020-06-01,Minnesota,25218,1060,358
4735,2020-06-01,Mississippi,15752,739,251
4736,2020-06-01,Missouri,13523,786,226
4737,2020-06-01,Montana,519,17,4
4738,2020-06-01,Nebraska,14345,183,244
4739,2020-06-01,Nevada,8701,420,73
4740,2020-06-01,New Hampshire,4685,245,34
4741,2020-06-01,New Jersey,160918,11721,473
4742,2020-06-01,New Mexico,7800,362,111
4743,2020-06-01,New York,376520,29766,945
4744,2020-06-01,North Carolina,29368,923,682
4745,2020-06-01,North Dakota,2628,64,48
4746,2020-06-01,Ohio,35984,2206,471
4747,2020-06-01,Oklahoma,6573,334,67
4748,2020-06-01,Oregon,4303,154,60
